-3847	9795	1603	-6579	8399	-2762	-5827	-6521	5144	-9407	
-1399	-4238	3944	-1875	5481	-8463	-2686	-5092	9025	6447	
-8284	-8242	2106	5686	9824	5840	8099	-7475	9770	-8479	
-6670	1841	4429	9730	-2199	4782	-9415	-3910	6995	-1830	
7831	7683	-1363	1710	6013	-4267	8705	-9982	4412	-5428	
-9426	36	6006	-5896	4868	-6059	-4178	-9567	-8117	6944	
9848	85	4259	6871	4559	-8208	1477	1100	-7995	5031	
-1239	3530	-5707	-559	7265	7053	6324	-622	-8285	-5404	
1446	-4315	5060	-6143	-8275	3013	-5121	-5029	8029	-1768	
-9260	2177	-5398	5688	9646	-7686	-7613	-9600	861	541	
312	4304	-6782	8426	-6859	-4803	9193	-2492	8467	-5160	
-1136	-7732	6116	4185	5926	6811	9229	-4408	-4945	-3941	
4720	-9881	-7324	-8349	-2426	8959	-1865	4301	7724	2662	
-1932	-8139	8277	2026	-6430	-1840	-8099	413	8041	4071	
2909	-3587	-3858	558	-1670	-3202	-1798	2277	8824	950	
9817	3243	3500	132	-1058	-358	-5264	1822	-7773	7299	
-8497	-6250	301	-5913	8480	-8951	2255	3183	1903	-8444	
-4059	2952	2934	9011	-1631	1342	7244	4295	6275	116	
5940	-798	-6112	-8834	-6186	-6718	-3067	-8773	-1238	4104	
-3243	-9582	5328	9797	-3986	-2009	-6403	-5312	-5782	6298	
-4368	-4218	-94	3901	1763	-1682	7116	7984	669	-1400	
6597	-2277	7524	-6911	-1655	-2137	-7184	-4683	-4513	8825	
5274	850	-7214	-180	8083	-3387	6906	490	593	-380	
-8806	-4857	-3420	6423	1378	-7878	-2041	9028	-7628	-1576	
-2958	-8779	3619	2223	7596	6727	-616	-6148	6430	-1614	
7791	-4855	2051	-6768	6014	8006	4123	-8660	6773	8131	
511	-5879	-6880	3272	8847	-372	-2038	2226	-7034	166	
-7780	-5718	-2001	-830	-3933	-8286	-2319	-4920	-2960	7087	
-7994	-6645	-5320	-2946	-6135	6517	6012	-7275	2990	-7251	
-9213	-1081	-2421	-4766	3267	1810	6420	5047	7518	-6919	
9637	2987	-7383	-6791	7032	5860	-4504	-1525	-2666	-1193	
5685	-6827	2506	5078	4864	-9427	6641	9750	112	3691	
-5650	9884	-8504	7817	-7846	4804	3204	-9222	440	1326	
-2046	5508	-8057	-7579	-5634	7259	3472	-5107	-8330	8635	
-9633	9833	-7284	-446	-2289	-3674	2698	8552	7230	-3865	
1631	-8355	-5536	-8883	-3800	1405	2031	99	-278	-4558	
-4673	-1788	1275	-9946	5808	2857	5472	-9150	541	9779	
-6255	7336	-9647	-3247	5369	-5046	-1159	-1809	-1702	-1466	
-8428	-8389	45	-1953	-8473	2613	7527	-8	3950	-6830	
-5705	-8593	4525	-7219	-1141	-6029	2756	4779	-2830	-7004	
2497	2889	9213	-8698	879	-4316	3839	1985	-8052	101	
-5612	-7528	3064	-6937	-8963	3332	9833	-5754	5257	3341	
8059	-2490	6255	7557	-6523	-2435	-1960	7328	4808	-8866	
8985	6291	5856	6691	4190	6888	-7619	2582	6307	-1477	
5675	-2756	8187	-9835	-6099	255	-7980	-5950	-1784	-6698	
-5006	-1679	8923	3571	-5001	-4153	-5203	4680	-3484	8320	
6783	-841	-775	-8892	-4064	-7531	1336	-798	8191	1946	
9192	-8564	-9509	-6168	2741	-3570	-7145	-8010	6709	-500	
-8087	-8968	-26	-4169	7601	-9492	-590	-8341	-3801	9155	
1588	-4984	1485	9225	-907	9387	2179	5780	-9937	3049	
7290	-8283	-557	-6457	3232	-3266	-4955	-8007	-198	8577	
2341	-7339	464	2400	1481	-5069	-7839	-9434	-1787	2884	
4280	-9984	6285	-9109	9718	9962	-9647	-6500	8687	-3310	
-89	1296	-9263	7947	7463	7522	9470	-9775	-8017	-1879	
-6149	531	-3929	-8429	-7328	-3070	2399	3546	208	7796	
3892	-5019	-4477	5173	-6863	-6978	-6817	2284	-558	8363	
6	4997	-8380	-341	2920	9440	1129	7632	5656	1109	
-2601	-6925	6460	-7487	-4224	-552	-3201	-2798	-2388	-8097	
-9343	2124	-6110	8420	3278	-6891	9318	-5804	3019	-3005	
5948	-9492	1996	5632	2187	3375	5795	2167	-1316	-796	
2868	-2210	-191	2442	-892	-4609	-4557	5401	4975	8581	
9300	-6633	8472	4223	8084	-4269	891	-684	366	7681	
2175	-6940	-1518	-3245	-7449	7159	7742	-4176	2279	5412	
-4571	-4045	1140	-2176	5842	-7901	5812	833	3205	-1654	
9205	3757	-7269	-9163	5945	1028	9069	3655	8239	-1401	
4335	2138	-3747	9443	-487	-2989	217	-2114	-3230	-4608	
-3721	-7715	9287	-4815	-3651	-1521	6892	4113	-8718	5786	
-3335	-5793	-1932	2176	6950	-2291	-6711	-4179	3185	-5100	
5230	-3296	-9940	-6094	3467	8564	4756	450	1607	3177	
8315	8758	-3400	-6284	1927	-9326	-5966	8608	7988	6344	
6497	6783	1812	5516	4882	2513	-4041	756	5771	-4689	
4358	9582	-9413	-5003	3016	3902	2252	9674	-2936	-8782	
-7755	4845	7950	7939	6412	-3043	6185	3466	1177	5285	
814	-675	9093	-8573	8282	-1243	5745	4500	5747	4989	
-3485	-5187	-3091	745	-1572	-7176	-6455	945	-3771	4793	
-5128	-8008	-3801	924	-5987	-5283	7545	142	5264	6829	
1396	6228	2462	7907	-2461	8763	-2738	-5890	-5546	5693	
863	7613	-1450	1485	-9747	-1255	-5293	1855	-7342	7935	
3992	8087	553	9897	5504	-1524	1741	1399	-6014	-7719	
9184	-3729	-8376	1696	-7064	8303	-6242	7771	7636	-8821	
5	289	9533	8423	1703	-4464	3495	-4878	645	-9187	
6567	-1891	-6453	-8426	-9378	6615	-3387	-2416	-7741	-9978	
3852	-6894	-642	6436	-8615	5693	9329	-108	6714	150	
2065	-2881	2850	-7118	2930	368	-6790	7741	9090	-2904	
4949	4198	6091	-7746	1570	-3957	-3204	-3721	-7142	4732	
-6207	2365	7865	9039	-7698	480	4362	-640	7803	-282	
8219	-1470	-8823	7920	-848	3334	6627	7370	5875	-5082	
6528	-9266	4905	3983	-7100	-3049	-9857	-6295	3366	253	
-6877	-2491	6124	8401	-1936	-3582	4179	7958	7169	6491	
9547	-9190	2406	4496	3231	8560	-1612	1168	658	-3092	
-8169	8064	485	-5254	-5501	7050	-2891	-1637	-2744	-4763	
-6335	-1124	8420	5853	-6391	-7147	2066	8159	1650	-4676	
4992	-4284	-3706	-4925	-2	-9961	-9864	-8268	5170	2020	
-9979	-2041	3849	-5186	-5578	8350	-4120	333	7938	-8482	
-9696	3027	7440	-7190	-2752	-8070	-2342	-7107	4996	-7044	
-914	-6012	5260	7501	2638	3542	-793	7177	2455	8145	
-7218	6198	-1634	4657	7661	-9099	6870	-8465	8796	2507	
-7793	3381	-2996	-250	3544	-7846	1692	2894	1573	4894	
-8565	8970	-8724	-6301	7368	-8404	1449	-8698	-6938	7354	
2657	921	-949	1306	2947	3550	5480	-4871	6826	-478	
-3934	-3912	-8704	-4941	-7986	-2253	-6339	7999	-4996	-1361	
7533	7723	-5110	-9920	1423	8077	1242	-5420	-4743	4263	
-162	-5696	7353	6049	8399	3205	7350	1025	-9476	510	
9942	2313	-2016	-6616	5945	-2323	972	7246	-9598	-2833	
4388	-7440	7701	9689	-3386	2832	-4420	8982	196	-2022	
9795	6958	7091	5037	9540	9629	-3652	-8023	-4515	5294	
-3601	8919	-6179	5625	-9960	3791	3166	5750	-8822	7274	
-8149	9372	3639	5286	2083	-7973	-4542	-3921	-7498	6002	
-6421	8240	7980	-5010	4329	9718	-4635	4000	87	9884	
8763	8538	-7931	7448	-5757	6086	9455	-3294	-7245	2338	
-9494	956	6013	2172	9914	611	6841	6853	3426	-2319	
8866	-9131	883	6347	8055	-644	229	1422	6305	9728	
-4733	-2031	-2637	3608	-8448	983	-8691	4164	-7544	371	
2396	8870	9458	-1224	2524	-7199	6705	3581	-6979	4492	
-438	1993	1795	-5581	7519	-6944	7463	-2837	1066	3018	
-7781	-5424	9670	1948	9163	2653	5702	-2714	-9025	-4986	
-1527	-7304	-6819	6869	-3163	6353	2507	3328	5664	6054	
-2510	6211	-3170	-4628	-5954	-576	-3339	-958	-9118	-7409	
-6180	-7011	760	-3421	-542	-7023	9094	-5924	5051	-2503	
-3364	-8478	5076	708	1018	-6588	9384	188	-657	-2835	
-85	-44	-6532	7967	7331	-9299	1910	-1457	-8329	-9179	
7754	477	6848	6621	-5988	7759	540	-7579	-5592	-7767	
-4447	6438	-247	-9206	6190	-4373	-8841	8486	7997	4141	
-2421	7132	3509	-102	2334	-8429	7676	7105	4016	-8074	
-3382	-7619	1157	137	4280	-356	-9462	7334	-8424	2314	
-1515	-3719	5534	2783	4041	148	4699	7521	504	5136	
-3286	-457	-2780	5825	2499	-6644	3134	1332	-2578	7868	
-9040	-2905	-9102	8127	6166	-6299	7051	3726	3846	-9827	
6681	-5578	3376	127	-3659	-8	3297	2770	-6145	4635	
-5214	9748	1234	8623	1693	-8945	1081	9407	-161	-2828	
-6117	8946	3129	5912	1938	-5763	3201	3751	7770	4425	
6133	8393	-5756	3100	4415	-3057	-8502	-9241	-1676	1242	
5661	-9589	-6473	-9463	-2630	2505	7547	-9924	-4165	421	
773	7818	-1751	-8906	3951	-901	-9745	397	-8183	-8189	
-2485	-9153	-9669	-996	-3619	-5008	5445	7358	4162	-8738	
-1689	4254	-6406	-9145	4476	-7488	-8251	9816	-5823	9690	
-9556	5972	-4204	4103	1724	2717	6743	2437	-243	-3711	
-4172	8844	1185	-8444	-7973	-693	9096	6182	9766	-6720	
-6112	3537	4957	243	-6758	2978	277	9839	5271	9873	
-4716	3391	7570	6046	240	-2238	1078	-6502	9685	-2998	
-1232	-2353	3333	-4202	-8064	7597	7801	4809	-7863	-2061	
5222	-8249	-1816	1302	1051	-9299	-4607	1008	-2553	4554	
-7660	-8120	-9641	-4675	3087	-1639	-7043	-5076	-227	6050	
6284	-9058	636	6122	1856	-9386	-4052	9870	6138	-3476	
8611	-9143	-279	-7446	542	-2593	7333	-7840	4338	37	
8404	-4508	-2559	-6704	-2097	4809	-9816	-4200	-6177	507	
-5164	-1655	-3327	-7403	-8460	8583	-8087	8927	5578	-6245	
-3358	-25	5244	-2402	1715	-518	4199	-1472	-9026	6911	
3219	4598	6754	2641	9377	-4834	5024	-6792	-1472	-8400	
-4646	-798	-5281	-4894	8855	-3902	-2114	4952	-6076	-8763	
9885	-7449	-8172	8174	-3018	1317	-3480	2669	-3034	-9458	
-1302	-8416	-954	-5195	-3437	-3834	24	1893	-6643	-4996	
-9411	-749	-2574	-5482	-733	-4605	4563	8315	2652	-6413	
-2795	-5283	-919	4519	8981	-7468	3061	7154	-6868	1879	
-3745	-5347	-7410	-2026	-6992	6488	-3347	4630	-2902	5531	
3130	3946	2081	3799	7051	-6390	-157	-7203	9528	-9965	
6866	1546	-6880	-8517	-4461	-3025	-8120	1519	-5281	-455	
-413	-2806	-1993	-3775	-7826	6324	3156	3345	-174	-3050	
1564	5201	4492	-7563	-5839	-6738	-631	6515	6979	6407	
-2581	-3267	-9146	-7597	6793	2321	350	-6958	3538	9009	
-3754	8814	8817	1501	9329	-3059	-9875	-3600	-328	-4074	
-184	7065	-6479	-8962	-7609	-3053	688	6862	7344	1987	
-56	7923	79	4527	2490	-6463	2036	6070	1166	869	
7862	-5969	-544	5477	-1541	481	-367	-9386	1679	-1828	
-2082	-7365	7761	-237	4494	-2028	-2098	3959	-3836	7146	
9157	-7535	-1580	3317	7785	-8069	5235	-8215	2949	-8261	
-2648	9275	4089	-739	-4866	-1581	3043	7116	-9925	9616	
-7047	-5107	2315	-9870	1811	6393	-1675	7560	4870	-5355	
9807	-7562	5930	9967	-5650	-7613	-7844	6934	-8715	1405	
-2080	758	878	-1559	-7841	8207	6967	-8405	142	1810	
3252	-1394	6607	3895	707	1424	9904	-3682	-3412	-9523	
-2542	-4512	-6986	7783	9988	5841	-3305	-8081	8141	9876	
-7260	5810	-6999	8314	7366	-4733	-2101	1145	-6610	-6207	
-9344	1606	5791	-4763	-6156	-2801	-8695	-4054	-8914	-7146	
-5642	2713	7734	-6835	-8931	-7441	-9257	3211	3668	4046	
4192	1513	8835	669	2148	-8708	6516	-1636	1985	-4721	
6502	-9559	9406	-4964	5664	5320	-19	8774	258	2835	
-6224	4822	-3016	9597	-2312	8081	-824	6596	3816	7730	
-1174	-8141	5976	-2039	-5289	-7343	1557	9775	2554	5834	
-3994	8933	-6620	-5993	-4598	6057	-1124	-9364	-3651	7155	
4371	-8386	-3911	-942	-3724	3408	1273	6622	-6310	-3399	
-4103	-5190	-5379	-1549	8281	-5656	-9980	1346	7905	552	
3262	-3682	-1346	-849	9036	3743	-279	7264	-5611	-7163	
7657	9289	-8131	-3902	-4177	-9699	-3248	-7292	-864	-503	
-1511	6498	5680	5973	-5713	5793	-3064	-2790	-7410	4036	
9994	666	4547	7439	4428	-192	-2815	9430	7392	-8747	
6674	6471	-1612	-7684	8199	4848	8021	-4309	-592	-5810	
4174	-1338	-9689	-2733	5935	5337	-2330	6227	6089	-8942	
-9831	7371	7829	-2567	-9362	3855	-3884	-3474	-6391	815	
-2863	7613	-4332	6213	-1693	1311	-1900	9213	4911	-9712	
-7850	-5631	3562	3977	2760	-7552	-229	-3846	3493	2971	
7263	-2714	872	1900	6855	3098	-862	2579	-4677	7755	
-794	4702	-1342	-9109	-2239	-429	1465	3880	3655	1822	
3425	-1855	-6136	8498	-4874	1286	226	-5090	-3591	6539	
4624	1229	4847	-9112	6176	5177	5282	-5936	-9245	8174	
-3355	-2868	4573	-8617	9525	-5932	-2852	6631	-2853	-919	
5797	-9371	495	-8430	1609	-7147	182	-9903	-9545	-1537	
-4533	6208	7212	1151	1468	-6770	-7259	648	-9077	9360	
1877	-7755	-7275	-9883	8049	-3986	-6608	-8757	6313	5139	
-9331	2136	1906	-1976	-5828	-8522	2398	-7523	7215	8221	
-5652	7097	7255	-2194	796	6915	-6677	-8374	1243	8588	
-7001	-8083	-6980	4700	-7984	-7029	-9304	2039	6741	-3227	
1356	6412	3282	3463	-5967	-6278	-7474	8641	9865	4063	
4581	-1280	7109	5407	-7488	-6168	8772	-691	4703	2289	
9445	2009	-1960	-3749	-1891	-1514	121	-464	-9852	-7737	
1674	788	-9782	5509	-1586	1867	-8537	-1873	-9880	-3033	
9168	-7473	9595	2860	5670	-1595	7081	6275	776	-8142	
-5891	9143	2408	-5373	-1116	-6449	4219	-8616	-6155	360	
586	-5328	754	-9649	8326	4115	-7578	-904	249	8540	
6862	-6914	-521	-4576	-6059	919	3954	767	-2888	-8974	
-2003	-4154	1448	-4816	456	6367	2349	6813	-9605	-7658	
-2937	-5783	-3010	-7608	7888	1575	7269	522	-1026	-7678	
-3863	-2285	1732	4311	-2464	6471	7224	9811	3343	-895	
8239	5001	-4874	-2051	-2235	-3120	-183	-6113	-9991	-3913	
447	-2429	-8940	-5338	7268	-798	5866	2675	3593	8541	
-295	7997	6363	2570	-9361	4808	-8623	3384	-4920	6805	
-8897	3680	-9292	-9379	9703	-2294	-2185	-1589	3727	-5127	
-9654	-2573	2253	9172	-6016	-1005	5151	-814	9923	-6492	
-4904	-5535	-9604	8092	-3403	6867	6449	1892	653	-5306	
6248	-9935	-9626	-8753	-8822	4066	2565	-7806	-1181	-9164	
-6627	-896	358	-8059	2665	-1635	-1587	-4093	1780	6540	
-2978	7120	-4523	2954	-4822	-4043	-9607	-2044	-497	-5824	
9017	-3578	3389	-5669	5290	2882	597	-7350	4050	408	
9356	-9023	-5032	8008	5840	-7808	-1771	177	-7486	-4468	
5351	3973	-8831	3882	-3515	-4437	-1849	-9093	-2548	-4528	
2189	-145	-4329	9484	-4438	-1977	-5875	-1651	8632	-4021	
7541	7682	-2857	3588	-764	-8187	-1589	7768	6807	-91	
3073	-64	1340	1391	6319	7751	-4278	-9095	1145	2433	
7090	8684	-2481	485	-6419	-213	3508	7241	6644	1796	
1465	7161	5103	-2895	-9400	-2413	9733	5995	-3363	6434	
-8654	-5043	3886	-7500	663	-3296	-3860	-2982	8299	2856	
-4767	4092	-3954	-8662	4601	-8745	-9378	-1064	4830	5781	
-1469	475	-1029	8615	3302	4508	-2462	-1600	7359	47	
-1527	5265	-6134	2748	5902	-1444	-9701	-4853	-4036	-2952	
-5047	-8661	2182	1473	-2266	1376	6224	-2312	8079	-1433	
-6259	5694	4606	-3578	4194	6185	6525	5973	-727	-96	
-9131	3	-4078	-9799	-5948	-8665	-8923	1261	6445	-220	
643	9396	-5847	5751	3978	-9214	-1348	1920	4278	605	
451	7179	4356	1978	1833	7642	8690	-269	5880	5265	
-5181	1416	6284	1405	2910	7343	-7229	-7422	694	1561	
-8111	-8545	-8923	8322	3376	8128	657	-2924	-7403	-5696	
-10000	7513	3422	2361	-4152	2395	-5241	5898	-4433	-8101	
2907	-9853	369	6154	1480	7088	-1936	-986	-7093	-9440	
3622	-3084	4971	-47	5573	-4425	-1182	-1863	3392	6571	
-5259	6963	-3357	-5855	4900	-7195	-4260	-3977	-7491	5770	
5693	2546	4395	-4096	-8423	3003	2380	688	-6580	6163	
-4063	-7274	8216	9652	-8994	-6356	-1879	-8378	6177	-5833	
3162	-6757	6207	13	-3983	1480	2586	-9822	-6011	-8608	
1039	8558	1600	-9586	8235	-2244	-2401	558	-7554	1457	
-7370	8233	-4056	1655	-7600	-4180	8943	3974	-5675	-5788	
9875	7054	-1660	-7784	-3240	-8893	-769	-4382	9891	1861	
9926	-6645	-352	4618	-7332	-1438	-3136	8587	-9498	2713	
1056	-8856	4146	5725	-8860	4024	4564	-1712	482	-4238	
6827	-8380	-6661	-6319	3266	-3435	-5659	2503	5074	-508	
-6077	-1183	-956	-4916	-7370	1619	1781	9059	7148	7456	
-6125	-7121	-8329	295	260	3874	1881	333	869	5747	
5243	8676	6640	1338	-515	1333	-489	-8216	7175	5647	
-7540	9313	-5474	4459	8867	-9449	-7405	3803	431	-4220	
-3083	-2929	-2391	8803	7815	8516	5712	-980	4428	874	
-1206	-5814	286	4528	4904	-7365	-3138	6382	9767	-4604	
165	5326	9715	973	8089	-3241	-3322	5792	4348	-8232	
3406	-8006	-6530	4750	941	7915	723	-3150	1210	-4848	
-7040	4226	5316	6986	270	-5206	6903	-7334	-3072	-5201	
-7337	8956	-7231	6616	-4919	-579	1591	-1351	-7438	3355	
9493	2429	1238	6999	-6804	-9553	9090	-2279	9408	-9531	
-3482	-383	6521	5642	-5958	-8059	-8976	8550	-9023	-3540	
-1238	-1235	331	-6683	-8703	6945	-9452	3397	-1411	8964	
9834	5531	6177	9374	1164	-686	1410	-5241	-5619	5923	
499	785	9400	1587	-8613	8085	6030	7984	-1784	-4775	
-3830	2340	4893	-8677	9478	-3852	807	-7171	-2282	5847	
-915	-3859	2546	-3690	5925	7055	5842	-2851	-348	-9655	
-5390	2747	-6803	-5781	-7756	-1125	6603	8441	8740	-7649	
-8678	9398	-7113	-8906	2815	-9906	6157	-9861	471	-9344	
5237	6186	-3123	8935	-2321	-7074	-1690	4548	7885	6252	
9558	5898	-2221	1238	4149	-6907	-6274	-7091	1292	967	
-5087	6502	4585	3377	2282	-1993	8435	-4742	-8669	3471	
-6729	-5025	1908	1743	8896	-2937	5349	-9271	5413	4914	
385	5171	-3107	-802	439	8008	-2706	5077	-4678	-9700	
-4862	1462	8744	9913	4090	1694	7848	-7846	-8323	2003	
3788	-4572	9833	-9171	-2410	-1636	5675	-1951	-5481	3049	
4265	3179	-7693	-4953	-4196	9880	-9504	-2779	8219	-8082	
-7955	-9316	-9358	-5928	2942	1548	-6414	8785	-6282	3156	
-8799	-5332	-3442	622	-558	-6402	-895	7493	-9840	4809	
6858	8979	-8364	-4539	1637	7772	-4873	8461	1874	4353	
8097	-444	729	-4255	-2401	7874	-2457	9330	-6158	6014	
4470	2488	9508	-1126	3370	-8800	-6570	4646	6488	9692	
8597	-5966	-383	-197	-8596	1171	4348	-7676	6674	-7375	
-9998	-4241	1988	1995	-2045	-8192	-6867	-3897	9606	-7295	
6177	-5542	-8467	-2341	-6487	-2768	4167	4016	-4391	6361	
-4801	6424	9758	2608	1249	2389	6163	-9047	3005	-4171	
-6318	8567	-860	-9275	-9497	4791	111	-6515	-2656	-9316	
-9792	-6933	-3327	-9192	-2560	943	4565	-6141	4167	3761	
-5730	-8885	-8614	9194	-2003	-6119	3342	-9707	-1427	-4996	
5642	6435	5018	-5676	-9461	-2315	-5105	2300	-1502	2906	
-9827	-2475	-9576	4838	8343	5260	6801	5579	6762	-4697	
-2482	5910	-2421	2449	-8660	-3032	-7096	-8033	8939	-2641	
9792	-4770	4297	-3679	366	9915	-1204	-2731	-3679	-1937	
-5186	-4706	9287	3461	-9038	1444	4807	7114	4070	9216	
-2706	5679	-895	6324	-7710	-2658	3067	3654	6418	-6793	
700	-8265	-8850	8741	-1604	-7933	8467	-5118	3626	8695	
-1346	-2685	-1016	5642	-9054	5857	2676	9242	-3499	-218	
-95	-9755	4261	3633	6211	8896	455	709	-7958	1142	
4656	-1644	5574	-2207	5756	-1181	3209	6910	7276	-5349	
650	-9712	-3699	6156	7237	-7308	-813	-8035	-225	7420	
-8891	-4044	9864	555	-6191	-6370	-583	1740	-5952	1116	
-7267	-7569	7204	-7125	8364	352	8750	8174	8690	-3291	
7997	-4198	-3217	-299	145	2846	-8297	-3408	5277	941	
-7014	6526	-2534	4201	1565	-3416	2872	-8339	-6649	-5043	
-5265	-1418	2424	-3358	2196	6064	-5485	7626	6536	3193	
-4035	-307	-2486	6772	-9954	2712	-4211	6701	-6076	-495	
-4508	1156	2694	4052	-903	-649	5126	4911	8509	1744	
-752	-7529	-6535	-2744	-4481	7781	-6812	-3466	9087	5649	
3853	-6695	2573	-9271	-4488	-7139	-2374	-9074	7110	-4531	
-1074	-7509	1868	-4426	-9718	-8654	4870	-3084	6662	2613	
-2556	-2340	-2504	-5506	-8446	8420	-1866	1740	54	3826	
6707	4138	643	1344	1573	-2386	4586	-1559	-7992	-1013	
3168	307	-3141	-3725	-7782	-6759	-3385	-6196	-3420	-4941	
-2240	-2419	-9678	1028	5637	-394	-2066	-5280	5057	-6614	
4528	824	-5804	-4406	-8660	-3805	9419	-9874	2340	3467	
-9237	-382	4766	-3470	1550	-772	-6063	-97	4260	-8298	
-9991	-4952	8026	9004	-2902	957	-5544	-4557	7905	6479	
6180	9203	565	-2149	-1371	4067	-6036	-7081	2402	32	
939	-3624	-3704	-1687	38	-9923	-3382	-5350	-2795	-7140	
6851	3235	-3449	-5177	-8297	4293	7152	-8197	3191	1960	
5342	1125	7875	-2692	-1590	-1616	-2870	1770	5289	7855	
1614	-6027	-9470	-4253	-5342	9491	-9510	-2006	5813	9858	
4683	5766	5704	-4503	-7213	-8155	1147	8748	6888	-3855	
-9882	3179	2762	-3530	-3325	-5224	6321	6571	-2359	-8429	
7557	-9729	8498	-6333	2829	-6238	-6626	-5933	7839	8269	
-5455	-7321	470	-3986	-8040	6842	1697	-6348	5193	8150	
2999	-4940	2248	4206	6601	1686	-2106	-4005	4112	-6465	
-5885	-783	4934	-5605	-268	-1954	-1424	-4154	-1536	-8801	
-5864	2744	-828	9886	2042	7371	8535	715	-1964	8650	
-9273	9494	-8672	7128	7714	-3129	478	5785	7377	-3430	
-9302	-4511	-1889	-3014	-8370	8119	-3657	-7	2448	-1658	
-9653	7913	7147	3040	-6863	-8038	6043	8015	-504	9104	
5362	8122	88	-5344	-3064	5680	-1929	-440	-6449	-1740	
72	8	-3708	-187	-6018	7873	-4959	7496	-5953	3144	
7248	-4812	2595	-8154	-9094	-4102	2492	2639	9630	-3473	
8303	3805	-2659	6840	-1024	6793	5169	-9679	2476	9446	
5086	9114	-4624	-3686	-6111	-9890	-6009	-9735	8805	2369	
400	4352	-7148	-6555	8750	9290	586	-7527	9224	7474	
-5146	3295	-9231	8262	6938	9240	5603	-3163	-3359	-7089	
-8220	3381	-7632	-2594	2955	1603	-9883	1121	6204	3288	
-9956	2389	-8466	1492	1729	5132	2797	4457	5247	8817	
-6853	-5513	-9513	-2030	-1230	-1025	1772	-2033	-2363	-793	
-4901	3357	1668	-5175	7401	-810	-3842	2328	-4748	1665	
-8639	-3856	8171	7002	4637	-7528	1913	6142	5958	-6889	
-4163	-1450	3352	-752	-8779	8829	309	3836	7353	-8369	
9450	5731	4612	-2832	9488	-5962	6124	-3338	-8562	-3125	
5427	-8908	8891	5430	-106	-2557	-799	-4063	-8029	-3121	
8893	-9752	-8921	-580	9987	2035	-7323	884	-5889	6513	
-1757	4814	5398	-3923	3294	-8133	8235	2416	4670	-2352	
-8291	7187	-1531	-3541	-4467	-7074	6592	7429	-2338	-9534	
9888	-6381	-5195	-7984	-9630	-7944	-1568	-8684	7434	5770	
4211	-5071	6287	-9889	3405	6394	4463	-9420	6937	-8021	
9891	5369	-4272	578	-9010	5117	412	-7012	-337	-7918	
